2,0,0,0,0,0,0,0,0,0,0,2
2,2,0,0,1,0,0,0,0,2,0,5
2,4,0,0,1,0,2,1,0,2,0,8
3,0,0,0,0,0,0,0,0,0,0,7
3,2,0,0,0,0,0,2,0,1,0,2
3,4,0,0,1,0,0,2,2,1,0,0
3,6,1,0,1,0,2,2,2,1,0,3
3,8,1,0,1,1,2,2,2,1,2,1
5,1,0,0,0,0,0,0,0,2,0,2
5,3,0,0,1,0,0,0,0,2,2,4
5,5,2,0,1,0,1,0,0,2,2,5
5,7,2,2,1,0,1,1,0,2,2,6
9,0,0,0,0,0,0,0,0,0,0,6
9,2,2,0,0,0,0,0,1,0,0,1
9,4,2,1,0,0,2,0,1,0,0,8
9,6,2,1,0,2,2,0,1,0,1,5
9,8,2,1,0,2,2,1,1,2,1,2
13,0,0,0,0,0,0,0,0,0,0,5
13,2,2,0,0,0,0,1,0,0,0,3
13,4,2,0,0,1,0,1,2,0,0,8
13,6,2,2,0,1,0,1,2,0,1,4
15,0,0,0,0,0,0,0,0,0,0,8
15,2,0,2,0,0,0,0,0,0,1,5
15,4,2,2,0,0,0,1,0,0,1,4
15,6,2,2,0,0,1,1,2,0,1,3
16,1,0,2,0,0,0,0,0,0,0,6
16,3,0,2,0,0,2,0,1,0,0,7
16,5,0,2,0,0,2,2,1,1,0,0
16,7,1,2,0,0,2,2,1,1,2,3
18,0,0,0,0,0,0,0,0,0,0,5
18,2,2,0,0,0,0,1,0,0,0,2
18,4,2,0,1,0,2,1,0,0,0,6
18,6,2,0,1,0,2,1,1,2,0,1
18,8,2,1,1,2,2,1,1,2,0,8
21,0,0,0,0,0,0,0,0,0,0,6
21,2,0,0,2,0,0,0,1,0,0,0
21,4,1,2,2,0,0,0,1,0,0,8
21,6,1,2,2,2,0,0,1,0,1,4
23,1,0,0,0,0,0,2,0,0,0,2
23,3,0,0,1,2,0,2,0,0,0,7
23,5,2,0,1,2,0,2,0,1,0,4
23,7,2,0,1,2,1,2,0,1,2,6
