1,0,0,0,0,0,0,0,0,0,0,5
1,2,0,0,0,1,0,2,0,0,0,0
1,4,2,0,1,1,0,2,0,0,0,1
1,6,2,2,1,1,0,2,0,1,0,8
1,8,2,2,1,1,0,2,1,1,2,4
4,1,0,0,0,0,0,1,0,0,0,3
4,3,0,1,0,2,0,1,0,0,0,4
4,5,0,1,0,2,2,1,1,0,0,8
4,7,0,1,0,2,2,1,1,1,2,2
6,0,0,0,0,0,0,0,0,0,0,4
6,2,0,0,0,0,2,1,0,0,0,7
6,4,0,1,0,0,2,1,0,2,0,8
6,6,0,1,0,1,2,1,0,2,2,0
7,0,0,0,0,0,0,0,0,0,0,4
7,2,0,0,0,0,2,0,1,0,0,7
7,4,0,0,1,0,2,0,1,2,0,3
7,6,0,0,1,2,2,0,1,2,1,0
7,8,2,1,1,2,2,0,1,2,1,5
8,0,0,0,0,0,0,0,0,0,0,8
8,2,0,0,1,0,0,0,0,0,2,0
8,4,2,0,1,0,0,0,1,0,2,7
8,6,2,0,1,1,0,0,1,2,2,4
10,1,1,0,0,0,0,0,0,0,0,8
10,3,1,0,0,0,1,0,0,0,2,7
10,5,1,0,1,0,1,0,0,2,2,3
10,7,1,0,1,2,1,1,0,2,2,6
11,1,0,0,0,0,1,0,0,0,0,3
11,3,0,0,0,2,1,0,1,0,0,8
11,5,1,0,0,2,1,0,1,0,2,7
11,7,1,0,0,2,1,1,1,2,2,2
12,1,0,0,0,0,0,0,0,0,1,6
12,3,1,0,0,0,0,0,2,0,1,4
12,5,1,0,0,1,2,0,2,0,1,7
12,7,1,0,0,1,2,1,2,2,1,2
14,0,0,0,0,0,0,0,0,0,0,8
14,2,0,0,1,0,0,0,0,0,2,3
14,4,1,0,1,2,0,0,0,0,2,6
14,6,1,0,1,2,0,0,2,1,2,1
14,8,1,2,1,2,0,1,2,1,2,4
17,1,0,0,1,0,0,0,0,0,0,3
17,3,0,0,1,2,0,0,0,1,0,8
17,5,0,0,1,2,0,1,0,1,2,0
17,7,2,0,1,2,1,1,0,1,2,6
19,0,0,0,0,0,0,0,0,0,0,7
19,2,0,0,1,0,0,0,0,2,0,0
19,4,2,0,1,0,0,1,0,2,0,8
19,6,2,0,1,0,0,1,1,2,2,1
19,8,2,2,1,1,0,1,1,2,2,4
20,1,0,0,0,0,0,0,0,0,1,0
20,3,2,0,1,0,0,0,0,0,1,6
20,5,2,0,1,0,1,0,2,0,1,3
22,0,0,0,0,0,0,0,0,0,0,5
22,2,0,0,1,0,0,2,0,0,0,4
22,4,0,0,1,1,2,2,0,0,0,6
22,6,0,0,1,1,2,2,2,0,1,0
22,8,2,1,1,1,2,2,2,0,1,7
24,0,0,0,0,0,0,0,0,0,0,1
24,2,0,2,0,0,0,0,1,0,0,4
24,4,0,2,0,0,2,1,1,0,0,3
24,6,1,2,0,2,2,1,1,0,0,7
28,0,0,0,0,0,0,0,0,0,0,3
28,2,0,0,1,2,0,0,0,0,0,0
28,4,2,1,1,2,0,0,0,0,0,6
30,0,0,0,0,0,0,0,0,0,0,5
30,2,0,0,0,1,0,2,0,0,0,1
30,4,0,2,0,1,0,2,1,0,0,8
30,6,0,2,1,1,0,2,1,0,2,0
30,8,2,2,1,1,0,2,1,1,2,4
31,0,0,0,0,0,0,0,0,0,0,7
31,2,0,0,0,1,0,0,0,2,0,8
31,4,0,0,0,1,0,1,0,2,2,0
31,6,2,1,0,1,0,1,0,2,2,6
32,0,0,0,0,0,0,0,0,0,0,4
32,2,0,0,0,1,2,0,0,0,0,0
32,4,2,1,0,1,2,0,0,0,0,7
32,6,2,1,1,1,2,0,0,2,0,5
32,8,2,1,1,1,2,2,1,2,0,8
35,0,0,0,0,0,0,0,0,0,0,5
35,2,1,0,0,0,0,2,0,0,0,7
35,4,1,0,0,0,1,2,0,2,0,8
35,6,1,0,0,0,1,2,1,2,2,3
35,8,1,1,0,2,1,2,1,2,2,2
38,0,0,0,0,0,0,0,0,0,0,1
38,2,1,2,0,0,0,0,0,0,0,2
38,4,1,2,2,0,0,1,0,0,0,4
38,6,1,2,2,0,2,1,0,0,1,6
40,0,0,0,0,0,0,0,0,0,0,2
40,2,0,0,2,0,0,0,1,0,0,3
40,4,0,0,2,2,0,1,1,0,0,7
40,6,0,1,2,2,0,1,1,2,0,4
40,8,0,1,2,2,2,1,1,2,1,0
44,0,0,0,0,0,0,0,0,0,0,6
44,2,0,0,0,0,0,1,2,0,0,3
44,4,0,0,0,2,0,1,2,1,0,2
44,6,1,0,2,2,0,1,2,1,0,4
45,0,0,0,0,0,0,0,0,0,0,7
45,2,0,0,1,0,0,0,0,2,0,5
45,4,0,0,1,0,0,2,1,2,0,0
45,6,2,0,1,0,0,2,1,2,1,4
45,8,2,0,1,1,2,2,1,2,1,1
46,1,0,0,0,0,0,0,0,0,1,2
46,3,0,0,2,1,0,0,0,0,1,4
46,5,0,0,2,1,2,1,0,0,1,1
46,7,0,2,2,1,2,1,1,0,1,0
47,0,0,0,0,0,0,0,0,0,0,4
47,2,0,0,1,0,2,0,0,0,0,7
47,4,0,0,1,0,2,1,0,2,0,8
47,6,0,0,1,0,2,1,1,2,2,0
51,0,0,0,0,0,0,0,0,0,0,2
51,2,0,0,2,0,1,0,0,0,0,1
51,4,1,2,2,0,1,0,0,0,0,8
51,6,1,2,2,1,1,0,0,0,2,6
51,8,1,2,2,1,1,0,2,1,2,5
54,0,0,0,0,0,0,0,0,0,0,5
54,2,0,0,0,0,0,2,1,0,0,1
54,4,0,2,0,0,1,2,1,0,0,2
54,6,0,2,2,0,1,2,1,0,1,0
56,0,0,0,0,0,0,0,0,0,0,3
56,2,0,0,0,2,0,0,0,1,0,1
56,4,0,2,0,2,1,0,0,1,0,8
56,6,1,2,0,2,1,0,0,1,2,5
56,8,1,2,1,2,1,2,0,1,2,6
57,0,0,0,0,0,0,0,0,0,0,1
57,2,0,2,0,0,0,0,0,1,0,2
57,4,0,2,2,0,0,1,0,1,0,8
57,6,0,2,2,0,1,1,0,1,2,0
58,1,1,0,0,0,0,0,0,0,0,6
58,3,1,0,0,0,0,0,2,1,0,8
58,5,1,0,1,0,0,0,2,1,2,4
58,7,1,0,1,1,2,0,2,1,2,1
59,0,0,0,0,0,0,0,0,0,0,2
59,2,0,0,2,1,0,0,0,0,0,7
59,4,0,1,2,1,0,0,0,2,0,4
59,6,0,1,2,1,2,1,0,2,0,8
59,8,0,1,2,1,2,1,1,2,2,0
60,0,0,0,0,0,0,0,0,0,0,5
60,2,0,0,0,0,1,2,0,0,0,1
60,4,0,2,0,0,1,2,0,1,0,8
60,6,0,2,0,0,1,2,1,1,2,2
61,0,0,0,0,0,0,0,0,0,0,7
61,2,0,0,0,0,1,0,0,2,0,8
61,4,0,1,0,0,1,0,0,2,2,6
62,0,0,0,0,0,0,0,0,0,0,8
62,2,0,1,0,0,0,0,0,0,2,6
62,4,0,1,1,0,0,0,2,0,2,7
64,1,0,1,0,0,0,0,0,0,0,4
64,3,0,1,0,1,2,0,0,0,0,6
64,5,0,1,0,1,2,1,2,0,0,0
64,7,2,1,0,1,2,1,2,1,0,2
65,1,0,0,0,0,0,1,0,0,0,2
65,3,0,0,2,0,0,1,1,0,0,0
65,5,2,0,2,0,0,1,1,0,1,1
68,0,0,0,0,0,0,0,0,0,0,1
68,2,1,2,0,0,0,0,0,0,0,8
68,4,1,2,0,0,0,1,0,0,2,7
68,6,1,2,0,0,0,1,1,2,2,4
69,1,0,0,1,0,0,0,0,0,0,8
69,3,0,0,1,1,0,0,0,0,2,0
69,5,2,0,1,1,0,1,0,0,2,4
70,0,0,0,0,0,0,0,0,0,0,0
70,2,2,1,0,0,0,0,0,0,0,7
70,4,2,1,0,0,1,0,0,2,0,2
70,6,2,1,2,0,1,0,1,2,0,8
70,8,2,1,2,0,1,1,1,2,2,3
73,0,0,0,0,0,0,0,0,0,0,2
73,2,0,0,2,0,0,0,0,1,0,6
73,4,0,0,2,1,0,0,2,1,0,5
73,6,0,0,2,1,0,2,2,1,1,4
74,0,0,0,0,0,0,0,0,0,0,2
74,2,0,1,2,0,0,0,0,0,0,6
74,4,1,1,2,0,0,0,2,0,0,8
74,6,1,1,2,0,0,0,2,1,2,5
77,0,0,0,0,0,0,0,0,0,0,5
77,2,0,0,1,0,0,2,0,0,0,6
77,4,0,0,1,0,1,2,2,0,0,8
77,6,1,0,1,0,1,2,2,0,2,1
77,8,1,2,1,1,1,2,2,0,2,7
78,0,0,0,0,0,0,0,0,0,0,3
78,2,0,0,0,2,0,0,0,1,0,1
78,4,1,2,0,2,0,0,0,1,0,5
78,6,1,2,0,2,1,2,0,1,0,6
78,8,1,2,1,2,1,2,2,1,0,8
79,0,0,0,0,0,0,0,0,0,0,2
79,2,1,0,2,0,0,0,0,0,0,8
79,4,1,0,2,0,0,0,0,1,2,6
79,6,1,0,2,0,0,1,2,1,2,1
79,8,1,2,2,1,0,1,2,1,2,4
80,0,0,0,0,0,0,0,0,0,0,8
80,2,0,0,0,0,0,1,0,0,2,7
80,4,0,0,1,0,0,1,0,2,2,6
81,1,0,0,1,0,0,0,0,0,0,4
81,3,0,0,1,0,2,0,1,0,0,1
81,5,0,2,1,1,2,0,1,0,0,7
83,1,0,0,0,1,0,0,0,0,0,7
83,3,0,1,0,1,0,0,0,2,0,0
83,5,2,1,0,1,0,0,0,2,1,4
83,7,2,1,0,1,2,1,0,2,1,2
84,1,0,0,0,1,0,0,0,0,0,1
84,3,0,2,0,1,1,0,0,0,0,0
84,5,2,2,1,1,1,0,0,0,0,6
84,7,2,2,1,1,1,0,2,0,1,5
85,0,0,0,0,0,0,0,0,0,0,2
85,2,0,0,2,0,1,0,0,0,0,0
85,4,2,0,2,0,1,1,0,0,0,8
85,6,2,0,2,0,1,1,1,0,2,7
85,8,2,1,2,0,1,1,1,2,2,3
87,1,0,0,0,0,0,0,0,1,0,5
87,3,0,0,0,0,1,2,0,1,0,6
87,5,0,0,1,0,1,2,2,1,0,1
87,7,0,2,1,1,1,2,2,1,0,8
90,0,0,0,0,0,0,0,0,0,0,5
90,2,1,0,0,0,0,2,0,0,0,8
90,4,1,0,0,0,0,2,0,1,2,1
90,6,1,2,0,0,0,2,1,1,2,2
91,1,1,0,0,0,0,0,0,0,0,8
91,3,1,0,0,0,0,0,1,0,2,7
91,5,1,1,0,0,0,0,1,2,2,2
91,7,1,1,2,0,1,0,1,2,2,3
92,1,0,0,0,1,0,0,0,0,0,1
92,3,0,2,0,1,0,0,0,1,0,5
92,5,1,2,0,1,0,2,0,1,0,6
92,7,1,2,0,1,0,2,2,1,1,4
94,0,0,0,0,0,0,0,0,0,0,4
94,2,0,0,0,0,2,0,0,0,1,1
94,4,0,2,0,1,2,0,0,0,1,7
95,1,0,0,0,0,0,0,0,0,1,0
95,3,2,0,0,0,0,1,0,0,1,3
95,5,2,0,0,2,1,1,0,0,1,2
95,7,2,1,2,2,1,1,0,0,1,6
97,0,0,0,0,0,0,0,0,0,0,0
97,2,2,0,0,0,0,0,1,0,0,2
97,4,2,0,2,0,0,1,1,0,0,3
97,6,2,0,2,2,0,1,1,1,0,8
97,8,2,0,2,2,1,1,1,1,2,1
99,0,0,0,0,0,0,0,0,0,0,8
99,2,0,0,1,0,0,0,0,0,2,1
99,4,0,2,1,0,0,0,0,1,2,0
99,6,2,2,1,0,0,1,0,1,2,6
99,8,2,2,1,1,0,1,2,1,2,4
101,0,0,0,0,0,0,0,0,0,0,2
101,2,0,1,2,0,0,0,0,0,0,0
101,4,2,1,2,0,1,0,0,0,0,6
101,6,2,1,2,0,1,0,2,0,1,3
104,0,0,0,0,0,0,0,0,0,0,0
104,2,2,0,0,0,0,0,0,1,0,8
104,4,2,1,0,0,0,0,0,1,2,4
105,0,0,0,0,0,0,0,0,0,0,2
105,2,0,0,2,0,0,0,0,0,1,0
